gpu,sms,path,method,destination,pf_shape,routing,route_seed,repeats,flush_mb,E,N,I,H,TOPK,expert_pool,live_experts,assignments,min_tokens_per_live_expert,max_tokens_per_live_expert,ms,median_live_CTA_cyc,W_bytes,S_bytes,X_useful_bytes,X_consumer_bytes,X_global_bytes,pf_requested_bytes,X_useful_GBps,X_consumer_GBps,X_global_GBps,pf_requested_GBps,total_useful_GBps,total_consumer_GBps,checksum
NVIDIA RTX PRO 6000 Blackwell Server Edition,188,wdequant,pf64x4_current_lead1_tma_smem,smem_then_rmem,4x64B_current_lead1,uniform_hash_scattered_pool,0x3c6ef372,20,512,384,128,2048,7168,8,384,360,1024,1,9,9.488913,10446580,10569646080,1321205760,58720256,1879048192,58720256,116916224,6.188302,198.025662,6.188302,12.321351,1259.319442,1451.156801,0x721d04fe0d78eb0e
NVIDIA RTX PRO 6000 Blackwell Server Edition,188,wdequant,pf64x4_current_wait0_lead1_async_tma_smem,smem_then_rmem,4x64B_current_wait0_lead1_async,uniform_hash_scattered_pool,0x3c6ef372,20,512,384,128,2048,7168,8,384,360,1024,1,9,9.106160,9770602,10569646080,1321205760,58720256,1879048192,58720256,116916224,6.448410,206.349126,6.448410,12.839245,1312.251474,1512.152190,0x721d04fe0d78eb0e
NVIDIA RTX PRO 6000 Blackwell Server Edition,188,actcomp,no_pf_direct,rmem,none,uniform_hash_scattered_pool,0x3c6ef372,20,512,384,128,2048,7168,8,384,360,1024,1,9,9.336880,10952010,10569646080,1321205760,58720256,1879048192,1879048192,0,6.289066,201.250123,201.250123,0.000000,1279.824999,1474.786056,0x4a10a9dde6fd8970
NVIDIA RTX PRO 6000 Blackwell Server Edition,188,actcomp,pf128_current_direct,rmem,1x128B_current,uniform_hash_scattered_pool,0x3c6ef372,20,512,384,128,2048,7168,8,384,360,1024,1,9,9.492064,11649499,10569646080,1321205760,58720256,1879048192,1879048192,58720256,6.186248,197.959926,197.959926,6.186248,1258.901404,1450.675082,0x4a10a9dde6fd8970
NVIDIA RTX PRO 6000 Blackwell Server Edition,188,actcomp,pf64x2_current_direct,rmem,2x64B_current,uniform_hash_scattered_pool,0x3c6ef372,20,512,384,128,2048,7168,8,384,360,1024,1,9,9.454048,11498489,10569646080,1321205760,58720256,1879048192,1879048192,58720256,6.211123,198.755936,198.755936,6.211123,1263.963532,1456.508345,0x4a10a9dde6fd8970
NVIDIA RTX PRO 6000 Blackwell Server Edition,188,actcomp,pf128x2_current_lead1_direct,rmem,2x128B_current_lead1,uniform_hash_scattered_pool,0x3c6ef372,20,512,384,128,2048,7168,8,384,360,1024,1,9,9.143920,10916177,10569646080,1321205760,58720256,1879048192,1879048192,116916224,6.421782,205.497008,205.497008,12.786226,1306.832537,1505.907763,0x4a10a9dde6fd8970
NVIDIA RTX PRO 6000 Blackwell Server Edition,188,actcomp,pf64x4_current_lead1_direct,rmem,4x64B_current_lead1,uniform_hash_scattered_pool,0x3c6ef372,20,512,384,128,2048,7168,8,384,360,1024,1,9,9.089728,10820082,10569646080,1321205760,58720256,1879048192,1879048192,116916224,6.460067,206.722150,206.722150,12.862455,1314.623675,1514.885758,0x4a10a9dde6fd8970
NVIDIA RTX PRO 6000 Blackwell Server Edition,188,actcomp,pf64x4_current_wait0_lead1_async_direct,rmem,4x64B_current_wait0_lead1_async,uniform_hash_scattered_pool,0x3c6ef372,20,512,384,128,2048,7168,8,384,360,1024,1,9,9.144464,10886399,10569646080,1321205760,58720256,1879048192,1879048192,116916224,6.421399,205.484771,205.484771,12.785464,1306.754715,1505.818087,0x4a10a9dde6fd8970
NVIDIA RTX PRO 6000 Blackwell Server Edition,188,actcomp,no_pf_tma_smem,smem_then_rmem,none,uniform_hash_scattered_pool,0x3c6ef372,20,512,384,128,2048,7168,8,384,360,1024,1,9,9.210448,11075392,10569646080,1321205760,58720256,1879048192,58720256,0,6.375396,204.012675,6.375396,0.000000,1297.393107,1495.030387,0x4a10a9dde6fd8970
NVIDIA RTX PRO 6000 Blackwell Server Edition,188,actcomp,pf128_current_tma_smem,smem_then_rmem,1x128B_current,uniform_hash_scattered_pool,0x3c6ef372,20,512,384,128,2048,7168,8,384,360,1024,1,9,9.200864,10929783,10569646080,1321205760,58720256,1879048192,58720256,58720256,6.382037,204.225193,6.382037,6.382037,1298.744586,1496.587742,0x4a10a9dde6fd8970
NVIDIA RTX PRO 6000 Blackwell Server Edition,188,actcomp,pf64x2_current_tma_smem,smem_then_rmem,2x64B_current,uniform_hash_scattered_pool,0x3c6ef372,20,512,384,128,2048,7168,8,384,360,1024,1,9,9.168447,10860066,10569646080,1321205760,58720256,1879048192,58720256,58720256,6.404602,204.947260,6.404602,6.404602,1303.336481,1501.879139,0x4a10a9dde6fd8970
NVIDIA RTX PRO 6000 Blackwell Server Edition,188,actcomp,pf128x2_current_lead1_tma_smem,smem_then_rmem,2x128B_current_lead1,uniform_hash_scattered_pool,0x3c6ef372,20,512,384,128,2048,7168,8,384,360,1024,1,9,9.138640,10794584,10569646080,1321205760,58720256,1879048192,58720256,116916224,6.425491,205.615727,6.425491,12.793612,1307.587515,1506.777751,0x4a10a9dde6fd8970
NVIDIA RTX PRO 6000 Blackwell Server Edition,188,actcomp,pf64x4_current_lead1_tma_smem,smem_then_rmem,4x64B_current_lead1,uniform_hash_scattered_pool,0x3c6ef372,20,512,384,128,2048,7168,8,384,360,1024,1,9,9.155216,10796582,10569646080,1321205760,58720256,1879048192,58720256,116916224,6.413858,205.243453,6.413858,12.770449,1305.220086,1504.049681,0x4a10a9dde6fd8970
NVIDIA RTX PRO 6000 Blackwell Server Edition,188,actcomp,pf64x4_current_wait0_lead1_async_tma_smem,smem_then_rmem,4x64B_current_wait0_lead1_async,uniform_hash_scattered_pool,0x3c6ef372,20,512,384,128,2048,7168,8,384,360,1024,1,9,8.769953,10256739,10569646080,1321205760,58720256,1879048192,58720256,116916224,6.695618,214.259785,6.695618,13.331454,1362.558317,1570.122484,0x4a10a9dde6fd8970
